institution_name,inst_type_name,institution_city,state_abbv,active_ind,display_order
"	Georgia State University Alumni Association	",Alumni Association,Atlanta,GA,Y,1
AACS,Alumni Association,Chattanooga,TN,Y,2
Abilene Christian University,University,Abilene,TX,Y,3
Academy of Art College,University,San Francisco,CA,Y,4
Administrators of the Tulane Educational Fund,Foundation,New Orleans,LA,Y,5
Adrian College,University,Adrian,MI,Y,6
Alabama A&M University Alumni Association,Alumni Association,Normal,AL,Y,7
Alabama AandM University Alumni Association,Alumni Association,Normal,AL,Y,8
Alabama Huntsville,Alumni Association,Huntsville,Al,Y,9
Alabama Pharmacy Association,Other,Montgomery,AL,Y,10
Alabama State University,University,Montgomery,AL,Y,11
Albany College of Pharmacy,University,Albany,NY,Y,12
Albany Law School,University,Albany,NY,Y,13
Alcorn State University,University,Lorman,MS,Y,14
Alfred State Alumni Association,Alumni Association,Alfred,NY,Y,15
"Alfred State Alumni Association, Inc.",Alumni Association,Alfred,NY,Y,16
Alpha Chi National College Honor Scholarship Society,Other,Searcy,AR,Y,17
Alpha Chi Omega,Other,Indianapolis,IN,Y,18
Alpha Chi Rho Fraternity,Other,Neptune,NJ,Y,19
Alpha Delta Kappa,University,Kansas City,MO,Y,20
Alpha Delta Pi Sorority,Other,Atlanta,GA,Y,21
Alpha Epsilon Delta,Other,Harrisonburg,VA,Y,22
Alpha Epsilon Omega Foundation,Other,Glendale,CA,Y,23
Alpha Epsilon Phi Foundation,Foundation,Stamford,CT,Y,24
Alpha Gamma Delta,Other,Indianapolis,IN,Y,25
Alpha Gamma Rho Fraternity,Other,Kansas City,MO,Y,26
Alpha Kappa Psi,Other,Indianapolis,IN,Y,27
"Alpha Kappa Psi Fraternity, Inc.",Other,Indianapolis,IN,Y,28
Alpha Omega International Dental Fraternity,Other,Baltimore,MD,Y,29
Alpha Omega International Dental Fraternity,Other,Rockville,MD,Y,30
Alpha Omicron Pi Fraternity Inc,Other,Brentwood,TN,Y,31
"Alpha Omicron Pi Fraternity, Inc.",Other,Brentwood,TN,Y,32
Alpha Phi Alpha Fraternity Inc,Other,Baltimore,MD,Y,33
"Alpha Phi Alpha Fraternity, Inc.",Other,Baltimore,MD,Y,34
Alpha Phi Delta Foundation Inc,Foundation,Monroeville,PA,Y,35
"Alpha Phi Delta Foundation, Inc.",Foundation,Monroeville,PA,Y,36
"Alpha Phi Delta Foundation, Inc.",Other,Pittsburgh,PA,Y,37
Alpha Phi International Fraternity,Other,Evanston,IL,Y,38
Alpha Sigma Alpha Sorority,Other,Indianapolis,IN,Y,39
Alpha Sigma Tau,Other,Birmingham,AL,Y,40
Alpha Sigma Tau,Other,Indianapolis,IN,Y,41
Alpha Tau Omega,Other,Indianapolis,IN,Y,42
Alpha Xi Delta Fraternity,Other,Indianapolis,IN,Y,43
Alumnae Association of Mount Holyoke College and the Trustees of Mount Holyoke College,"Alumni Association, University",South Hadley,MA,Y,44
Alumnae Association of Smith College,Alumni Association,Northampton,MA,Y,45
Alumnae Association of the College of Saint Elizabeth,Alumni Association,Morristown,NJ,Y,46
Alumnae Association of Trinity College,Alumni Association,Washington,DC,Y,47
Alumnae Association of Wilson College,Alumni Association,Chambersburg,PA,Y,48
Alumni Association of CCNY,Alumni Association,New York,NY,Y,49
Alumni Association of the University of Michigan,Alumni Association,Ann Arbor,MI,Y,50
Alumni Association of the University of Michigan and the Regents of the University of Michigan,"Alumni Association, University",Ann Arbor,MI,Y,51
Alumni Association of the University of Mississippi,Alumni Association,University,MI,Y,52
Alumni Association of the University of Oregon,Alumni Association,Eugene,OR,Y,53
Alumni Association of the University of Virginia,Alumni Association,Charlottesville,VA,Y,55
Alumni Association of University of North Carolina Greensboro,Alumni Association,Greensboro,NC,Y,56
"Alumni Association, Cal State Bakersfield Foundation",Foundation,Bakersfield,CA,Y,57
Alumni Associationof CCNY,Alumni Association,New York,NY,Y,58
Alumni Associationof Fashion Institute of Technology,Alumni Association,New York,NY,Y,59
Alumni Associationof George Mason University,Alumni Association,Fairfax,VA,Y,60
Alumni Associationof Philadelphia College of Osteopathic Medicine,Alumni Association,Philadelphia,PA,Y,61
"Alumni Associationof Purchase College, State University of New York",Alumni Association,Purchase,NY,Y,63
Alumni Associationof the City College of New York,Alumni Association,New York,NY,Y,64
"Alumni Associationof the State University of New York Agricultural and Technical College at Farmingdale, Inc.",Alumni Association,Farmingdale,NY,Y,65
Alumni Associationof the State University of New York at Albany,Alumni Association,Albany,NY,Y,66
Alumni Associationof the University of Michigan,Alumni Association,Ann Arbor,MI,Y,67
Alumni Associationof the University of Mississippi,Alumni Association,University,MI,Y,68
Alumni Associationof the University of Oregon,Alumni Association,Eugene,OR,Y,69
Alumni Associationof the University of South Dakota,Alumni Association,Vermillion,SD,Y,70
Alumni Associationof the University of Virginia,Alumni Association,Charlottesville,VA,Y,71
Alumni Associationof the University of West Alabama,Alumni Association,Livingston,AL,Y,72
Alumni Associationof University of North Carolina Greensboro,Alumni Association,Greensboro,NC,Y,73
Alumni Associationof Winthrop University,Alumni Association,Rock Hill,SC,Y,74
Alumni AssociationSchool of Medicine of Loma Linda University,Alumni Association,Loma Linda,CA,Y,75
"Alumni Society of the School of Visual Arts, Inc.",Alumni Association,New York,NY,Y,76
Alverno College,University,Milwaukee,WI,Y,77
American Academy of Optometry,Other,Rockville,MD,Y,78
American Academy of Osteopathy,Other,Indianapolis,IN,Y,79
American Association for Justice,Other,Washington,DC,Y,80
American Association of University Professors,Other,Washington,DC,Y,81
American Association of University Women,Other,Washington,DC,Y,83
American Chemical Society,Other,Washington,DC,Y,84
American College,University,Bryn Mawr,PA,Y,85
American College of Osteopathic Family Physicians,Other,Arlington Heights,IL,Y,86
American College of Sports Medicine,Other,Indianapolis,IN,Y,87
American College Student Association,Other,Columbia,SC,Y,88
American Counseling Association,Other,Alexandria,VA,Y,89
American Design Drafting Association,Other,Rockville,MD,Y,90
American Design Drafting Association,Other,Newbern,TN,Y,91
American Football Coaches Association,Other,Waco,TX,Y,92
American Health Information Management Association,Other,Chicago,IL,Y,93
American Institute of Aeronautics and Astronautics Inc,Other,Reston,VA,Y,94
"American Institute of Aeronautics and Astronautics, Inc.",Other,Reston,VA,Y,95
American Institute of Architecture Students,Other,Washington,DC,Y,96
American Institute of Biological Sciences,Other,Washington,DC,Y,97
"American Institute of Chemists, Inc.",Other,Bethesda,MD,Y,98
American Library Association,Other,Chicago,IL,Y,99
American Military Society,Other,Upper Marlboro,MD,Y,100
American Nuclear Society,Other,La Grange,IL,Y,101
American Nuclear Society,Other,La Grange Park,IL,Y,102
American Occupational Therapy Association,Other,Bethesda,MD,Y,103
American Society for Microbiology,Other,Washington,DC,Y,104
American Society of Interior Designers Inc,Other,Washington,DC,Y,105
"American Society of Interior Designers, Inc.",Other,Washington,DC,Y,106
American Society of Landscape Architects,Other,Washington,DC,Y,107
American Society of Naval Engineers,Other,Alexandria,VA,Y,108
American Society of Safety Engineers,Other,Des Plaines,IL,Y,109
American Society of Women Accountants,Other,Memphis,TN,Y,110
American University,University,Washington,DC,Y,111
American Veterinary Medical Association,Other,Schaumburg,IL,Y,112
Angelo State University Ex Students Association,Alumni Association,San Angelo,TX,Y,113
Angelo State University Ex-Students Association,Alumni Association,San Angelo,TX,Y,114
Antioch University New England,University,Keene,NH,Y,115
Appalachian State University Foundation Inc,Foundation,Boone,NC,Y,116
"Appalachian State University Foundation, Inc.",Foundation,Boone,NC,Y,117
Aquinas College,University,Grand Rapids,MI,Y,118
Arcadia University,University,Glenside,PA,Y,119
"Arch Foundation for the University of Georgia, Inc.",Foundation,Athens,GA,Y,120
Arizona State University,University,Tempe,AZ,Y,121
Arizona State University Alumni Association,Alumni Association,Tempe,AZ,Y,122
Arkansas Alumni Association Inc ,Alumni Association,Fayetteville,AR,Y,123
"Arkansas Alumni Association, Inc.",Alumni Association,Fayetteville,AR,Y,124
Arkansas Alumni AssociationInc ,Alumni Association,Fayetteville,AR,Y,125
Arkansas Alumni AssociationInc Razorback Fayetteville,Alumni Association,Fayetteville,AR,Y,126
Arkansas State Alumni Association,Alumni Association,Jonesboro,AR,Y,127
Arkansas State University Alumni Association,Alumni Association,State University,AR,Y,128
Arkansas State University Alumni Association,Alumni Association,Jonesboro,AR,Y,129
Arkansas Tech University Alumni Association,Alumni Association,Russellville,AR,Y,130
"Armstrong Atlantic State University Foundation, Inc.",Foundation,Savannah,GA,Y,131
ASM International,Other,Materials Park,OH,Y,132
Asociacion Alumni CAAM,Alumni Association,Mayaguez,PR,Y,133
Asociacion de Exalumnos de la Universidad de Puerto Rico ,Alumni Association,San Juan,PR,Y,134
Asociacion de Exalumnos de la Universidad de Puerto Rico Recinto de Rio Piedras,Alumni Association,San Juan,PR,Y,135
Associated Alumnae and Alumni of the Sacred Heart,Alumni Association,St. Louis,MO,Y,136
Associated Alumni of Adams State College,Alumni Association,Alamosa,CO,Y,137
Associated Alumni of the Central High School of Philadelphia,Alumni Association,Rydal,PA,Y,138
Associated Students Incorporated California State University Long Beach,Other,Long Beach,CA,Y,139
"Associated Students Incorporated, California State University-Long Beach",Other,Long Beach,CA,Y,140
Association for Career and Technical Education,University,Alexandria,VA,Y,141
Association for Childhood Education International,Other,Wheaton,MD,Y,142
Association for Computing Machinery,Other,New York,NY,Y,143
"Association of Alumni, Former Students, and Friends of SIU",Alumni Association,Carbondale,IL,Y,144
Association of Energy Engineers,Other,Atlanta,GA,Y,145
Association of Former Students of Texas A&M University,Alumni Association,College Station,TX,Y,146
Association of Former Students of Texas AM University,Alumni Association,College Station,TX,Y,147
Association of Graduates of the United States Air Force Academy,Alumni Association,Colorado Springs,CO,Y,148
"Association of Graduates of the United States Air Force Academy, Inc.",Alumni Association,Colorado Springs,CO ,Y,149
Association of Graduates of the United States Military Academy,Alumni Association,West Point,NY,Y,150
Association of Graduates of the United States Military Academy or West Point Association of Graduates,Alumni Association,West Point,NY,Y,151
Association of Graduates of the United States Military Accademy,Alumni Association,West Point,NY,Y,152
Association of Graduates United States Air Force Academy,Alumni Association,Colorado Springs,CO,Y,153
"Association of Graduates, United States Air Force Academy",Alumni Association,USAF Academy,CO,Y,154
Association of Information Technology Professionals,Other,Park Ridge,IL,Y,155
Association of Surgical Technologists,Other,Englewood,CO,Y,156
Assumption College,University,Worcester,MA,Y,157
Auburn Spirit Foundation,Foundation,Auburn,AL,Y,158
Auburn Spirit Foundation for Scholarships,Foundation,Auburn,AL,Y,160
Auburn University,University,Auburn,AL,Y,161
Auburn University at Montgomery Alumni Association,Alumni Association,Montgomery,AL,Y,162
Augusta State University Foundation Inc,Foundation,Augusta,GA,Y,163
"Augusta State University Foundation, Inc.",Foundation,Augusta,GA,Y,164
Augustana College,University,Sioux Falls,SD,Y,165
Aurora University,University,Aurora,IL,Y,166
Austin College,University,Sherman,TX,Y,167
Austin Peay State University National Alumni Association,Alumni Association,Clarksville,TN,Y,168
Averett University,University,Danville,VA,Y,169
Babson Alumni,Alumni Association,Babson Park,MA,Y,170
Babson College Alumni Association and Babson College,"Alumni Association, University",Wellesley,MA,Y,171
Babson College Alumni Association_Babson College,Alumni Association,Wellesley,MA,Y,172
Baker College,University,Flint,MI,Y,173
Ball State University Alumni Association,Alumni Association,Muncie,IN,Y,174
Bank Street College,University,New York,NY,Y,175
Barnard College,University,New York,NY,Y,176
Barry University Alumni Association,Alumni Association,Miami Shores,FL,Y,177
Barton College,University,Wilson,NC,Y,178
Baruch College Alumni Association,Alumni Association,New York,NY,Y,180
Baylor University,Alumni Association,Waco,TX,Y,181
Baylor University Alumni Association,Alumni Association,Waco,TX,Y,182
Becker College,University,Worcester,MA,Y,183
Bellarmine College,University,Louisville,KY,Y,184
Belmont Abbey College,University,Belmont,NC,Y,185
"Belmont Abbey College, Inc.",University,Belmont,NC,Y,186
Belmont University,University,Nashville,TN,Y,187
Bemidji State University,Alumni Association,Bemidji,MN,Y,188
Bemidji State University Alumni Association,Alumni Association,Bemidji,MN,Y,189
Benedictine University,University,Lisle,IL,Y,191
Bennett College National Alumnae Association,Alumni Association,Greensboro,NC,Y,192
Bennett College National Alumnae Association,Alumni Association,Washington,DC,Y,193
Berklee College of Music,University,Boston,MA,Y,194
Beta Alpha Psi,Other,New York,NY,Y,195
Beta Alpha Psi,Other,Durham,NC,Y,196
Beta Chi Theta,Other,Pearland,TX,Y,197
Beta Gamma Sigma Inc,Other,Saint Louis,MO,Y,198
"Beta Gamma Sigma, Inc.",Other,St. Louis,MO,Y,199
Beta Kappa Psi,Other,Marlboro,NJ,Y,200
Beta Phi Pi,Other,Forest Park,IL,Y,201
Beta Theta Pi,Other,Oxford,OH,Y,202
Bethany College,University,Bethany,WV,Y,203
Bethel College Alumni Association,Alumni Association,North Newton,KS,Y,204
Binghamton University Alumni Association,Alumni Association,Binghamton,NY,Y,205
Biola University,University,La Miranda,CA,Y,206
Biola University,University,La Mirada,CA,Y,207
Biola University Incorporated,University,La Mirada,CA,Y,208
"Biola University, Inc.",University,La Mirada,CA,Y,209
Biomedical Engineering Society,Other,Culver City,CA,Y,210
Birla Institute of Technology and Science Alumni Association,Alumni Association,Sunnyvale,CA,Y,211
BITSAA International Inc,Alumni Association,Sunnyvale,CA,Y,212
Blackburn College,University,Carlinville,IL,Y,213
Bloomsburg University,Foundation,Bloomsburg,PA,Y,214
"Bloomsburg University Foundation, Inc.",Foundation,Bloomsburg,PA,Y,215
Bloomsburg University of Pennsylvania,University,Bloomsburg,PA,Y,216
Blue & White Scholarship Foundation,Foundation,Bryn Mawr,PA,Y,217
Board of Regents of the University of Oklahoma,University,Norman,OK,Y,218
Board of Trustees of Northern Michigan University,University,Marquette,MI,Y,219
Boise State University Alumni Association,Alumni Association,Boise,ID,Y,220
"Boise State University Alumni Association, Inc.",Alumni Association,Boise,ID,Y,221
Boise State University Alumni AssociationInc,Alumni Association,Boise,ID,Y,222
Boston College,University,Boston,MA,Y,223
Boston College,University,Chestnut Hill,MA,Y,224
Boston University,Alumni Association,Boston,MA,Y,225
Boston University Alumni Association,Alumni Association,Boston,MA,Y,226
Bowie State University National Alumni Association,Alumni Association,Saint Leonard,MD,Y,227
"Bowie State University National Alumni Association, Inc.",Alumni Association,Saint Leonard,MD,Y,228
"Bowie State University National Alumni Association, Inc.",Alumni Association,St. Leonard,MD,Y,229
Bowling Green State University Alumni Association,Alumni Association,Bowling Green,OH,Y,230
Bowling Green State University Alumni AssociationInc,Alumni Association,Bowling Green,OH,Y,231
Bradley University,University,Peoria,IL,Y,232
Brandeis University,University,Waltham,MA,Y,233
"Brazos Higher Education Service Corporation, Inc.",Other,Waco,TX,Y,234
Bridgewater College,University,Bridgewater,VA,Y,235
Bridgewater State College Alumni Association,Alumni Association,Bridgewater,MA,Y,236
Bridgewater State University,Alumni Association,Bridgewater,MA,Y,237
Brookdate Community College Alumni Association,Alumni Association,Lincroft,NJ,Y,238
Brooklyn College Alumni Association,Alumni Association,Brooklyn,NY,Y,239
Brown Alumni Association,Alumni Association,Providence,RI,Y,240
Bryant College,University,Smithfield,RI,Y,241
Bryant University,University,Smithfield,RI,Y,242
Bryant University ,Alumni Association,Smithfield,RI,Y,243
Bryant University Alumni Association,Alumni Association,Smithfield,RI,Y,244
Bryn Mawr College Alumnae Association,Alumni Association,Bryn Mawr,PA,Y,245
Bucknell University Alumni Association,Alumni Association,Lewisburg,PA,Y,246
Buffalo State Alumni Association,Alumni Association,Buffalo,NY,Y,247
Butler Community College Foundation,Foundation,El Dorado,KS,Y,248
Butler University,University,Indianapolis,IN,Y,249
Butler University Alumni Association,Alumni Association,Indianapolis,IN,Y,250
Butte College,Foundation,Oroville,CA,Y,251
Butte College Foundation,Foundation,Oroville,CA,Y,252
Cabrini College,University,Radnor,PA,Y,253
Cal Poly Pomona Alumni Association,Alumni Association,Pomona,CA,Y,254
Cal State San Bernardino Alumni Association,Alumni Association,San Bernardino,CA,Y,255
Cal State University East Bay Alumni Association,Alumni Association,Hayward,CA,Y,256
California Aggie Alumni Association,Alumni Association,Davis,CA,Y,257
California Alumni Association,Alumni Association,Berkeley,CA,Y,258
California Alumni Association and The Regents of the University of California,"Alumni Association, University",Berkeley,CA,Y,259
California Lutheran University,University,Thousand Oaks,CA,Y,260
California Polytechnic State University Alumni Association,Alumni Association,San Luis Obispo,CA,Y,261
"California Polytechnic State University Alumni Association, San Luis Obispo",Alumni Association,San Luis Obispo,CA,Y,262
California Psychological Association,Other,Los Angeles,CA,Y,263
California Psychological Association,Other,Sacramento,CA,Y,264
California School of Podiatric Medicine at Samuel Merritt College,University,Oakland,CA,Y,265
California School of Professional Psychology,University,Alhambra,CA,Y,266
California Southern ,University,Pensacola,FL,Y,267
California Southern University,University,Irvine ,CA,Y,268
California Southern University,University,Irvine,CA,Y,269
California State University Chico Alumni Association_The University Foundation California State University Chico,Alumni Association,Chico,CA,Y,270
"California State University Dominguez Hills Foundation, Inc.",Foundation,Carson,CA,Y,271
California State University Long Beach Alumni Association,Alumni Association,Long Beach,CA,Y,272
California State University Northridge Alumni Association,Alumni Association,Northridge,CA,Y,273
California State University Stanislaus,University,Turlock,CA,Y,274
"California State University, Chico Alumni Association and The University Foundation, California State University, Chico","Alumni Association, Foundation",Chico,CA,Y,275
"California State University, Chico, Alumni Associationand the University Foundation California State University Chico",Alumni Association,Chico,CA,Y,276
"California State University, Dominguez Hills Foundation, Inc.",Foundation,Carson,CA,Y,277
"California State University, Fresno ",Alumni Association,Fresno,CA,Y,278
"California State University, Fresno Alumni Association",Alumni Association,Fresno,CA,Y,279
"California State University, Fresno, Alumni Association",Alumni Association,Fresno,CA,Y,280
"California State University, Fullerton",Alumni Association,Fullerton,CA,Y,281
"California State University, Fullerton, Alumni Association",Alumni Association,Fullerton,CA,Y,282
"California State University, Hayward Alumni Association",Alumni Association,Hayward,CA,Y,283
"California State University, Hayward, Alumni Association",Alumni Association,Hayward,CA,Y,284
"California State University, Long Beach, Alumni Association",Alumni Association,Long Beach,CA,Y,285
"California State University, Los Angeles Alumni Association",Alumni Association,Los Angeles,CA,Y,286
"California State University, Los Angeles, Alumni Association",Alumni Association,Los Angeles,CA,Y,287
"California State University, Northridge Alumni Association",Alumni Association,Northridge,CA,Y,288
"California State University, Northridge, Alumni Association",Alumni Association,Northridge,CA,Y,289
"California State University, San Marcos Alumni Association",Alumni Association,San Marcos,CA,Y,290
"California State University, San Marcos, Alumni Association",Alumni Association,San Marcos,CA,Y,291
"California State University, Stanislaus",University,Turlock,CA,Y,292
California State University-Fullerton Alumni Association,Alumni Association,Fullerton,CA,Y,293
California State University-Long Beach Alumni Association,Alumni Association,Long Beach,CA,Y,294
California University of Pennsylvania,University,California,PA,Y,295
"California University of Pennsylvania Alumni Association, Inc.",Alumni Association,California,PA,Y,296
California Veterinary Medical Association,Other,Sacramento,CA,Y,297
Calvert Hall College Alumni Association,Alumni Association,Towson,MD,Y,298
Campbellsville University,University,Campbellsville,KY,Y,299
Canisius College,University,Buffalo,NY,Y,300
Cardinal Stritch University,University,Milwaukee,WI,Y,301
Caribbean University,University,Bayamón,PR,Y,302
Caribean University,University,Bayamón,PR,Y,303
Carlow College,University,Pittsburgh,PA,Y,304
Carlow University,University,Pittsburgh,PA,Y,305
Carroll College,University,Helena,MT,Y,306
Carthage College,University,Kenosha,WI,Y,307
Case Western Reserve,University,Cleveland,OH,Y,308
Case Western Reserve University,University,Cleveland,OH,Y,309
Catawba College,University,Salisbury,NC,Y,310
Catholic University of America,University,Washington,DC,Y,311
Cavalier Sports Marketing,Other,Charlottesville,VA,Y,312
Cazenovia College,University,Cazenovia,NY,Y,313
Cedar Crest College Alumnae Association,Alumni Association,Allentown,PA,Y,314
Centenary College of Louisiana,University,Shreveport,LA,Y,315
Central Bible College,University,Springfield,MO,Y,316
Central Connecticut State University Alumni Association,Alumni Association,New Britain,CT,Y,317
"Central Connecticut State University Alumni Association, Inc.",Alumni Association,New Britain,CT,Y,318
Central Connecticut State University Alumni AssociationInc,Alumni Association,New Britain,CT,Y,319
Central Connecticut University ,Alumni Association,New Britain ,CT,Y,320
Central Michigan University,University,Mount Pleasant,MI,Y,321
Central Penn College Education Foundation,Foundation,Summerdale,PA,Y,323
Central VA LSU Alumni,Alumni Association,Midlothian,VA,Y,324
Central VA LSU Alumni Chapter,Alumni Association,Midlothian,VA,Y,325
Central Virginia LSU Alumni Chapter,Alumni Association,Midlothian,VA,Y,326
Central Washington University Alumni Association,Alumni Association,Ellensburg,WA,Y,327
Chadron State Foundation,Foundation,Chadron,NE,Y,328
Chapman University,University,Orange ,CA,Y,329
Cheyney Foundation,Foundation,Cheyney,PA,Y,331
Cheyney University of Pennsylvania,University,Cheyney,PA,Y,332
Chi O Creations,Other,Memphis,TN,Y,333
Chi Phi Fraternity Inc,Other,Suwanee,GA,Y,334
"Chi Phi Fraternity, Inc.",Other,Libum,GA,Y,335
"Chi Phi Fraternity, Inc.",Other,Suwanee,GA,Y,336
Chi Psi Fraternity,Other,Chapel Hill,NC,Y,337
Chicago State University Foundation,Foundation,Chicago,IL,Y,338
Christian Brothers University,University,Memphis,TN,Y,339
Christopher Newport University,Foundation,Newport News,VA,Y,340
Christopher Newport University Educational Foundation,Foundation,Newport News,VA,Y,341
Citadel Alumni Association,Alumni Association,Charleston,SC,Y,342
Claflin College,University,Orangeburg,SC,Y,343
"Claremont McKenna College Alumni Association, Inc.",Alumni Association,Claremont,CA,Y,344
Clarion University Foundation Inc,Foundation,Clarion,PA,Y,345
"Clarion University Foundation, Inc.",Foundation,Clarion,PA,Y,346
Clarion University of Pennsylvania,Foundation,Clarion,PA,Y,347
Clark Atlanta University,University,Atlanta,GA,Y,348
Clark University Alumni Association,Alumni Association,Worcester,MA,Y,349
Clarkson University,University,Potsdam,NY,Y,350
Clayton State Alumni Association,Alumni Association,Morrow,GA,Y,351
Clemson Alumni Association,Alumni Association,Clemson,SC,Y,353
"Clemson Alumni Association and Clemson University Foundation, Inc.","Alumni Association, Foundation",Clemson,SC,Y,354
Clemson Alumni Association and JMIS College LLC,Alumni Association,Clemson,SC,Y,355
"Clemson University Foundation, Inc., d/b/a Clemson Alumni Association","Alumni Association, Foundation",Clemson,SC,Y,356
Clemson University Inc,Alumni Association,Clemson,SC,Y,357
Cleveland State University Alumni Association,Alumni Association,Cleveland,OH,Y,358
Cleveland-Marshall Law Alumni Association,Alumni Association,Cleveland,OH,Y,359
Coastal Carolina University,University,Conway,SC,Y,360
"Coastal Carolina University Alumni Association, Inc.",Alumni Association,Conway,SC,Y,361
Coe College,University,Cedar Rapids,IA,Y,362
Colby-Sawyer College,University,New London,NH,Y,364
Colegio de Farmaceuticos de Puerto Rico,University,San Juan,PR,Y,365
College at Oneonta / SUNY Oneonta,Alumni Association,Oneonta,NY,Y,366
College Misericordia,University,Dallas,PA,Y,367
College of Charleston Alumni Association,Alumni Association,Charleston,SC,Y,368
College of Mount Saint Vincent,University,Riverdale,NY,Y,369
College of New Jersey Alumni Association,Alumni Association,Ewing,NJ,Y,370
College of Notre Dame of Maryland,University,Baltimore,MD,Y,371
College of Saint Rose,University,Albany,NY,Y,372
College of Saint Scholastica,University,Duluth,MN,Y,373
College of St. Rose,University,Albany,NY,Y,374
College of St. Scholastica,University,Duluth,MN,Y,375
College of Staten Island Alumni Association,Alumni Association,Staten Island,NY,Y,376
"College of Staten Island Alumni Association, Inc.",Alumni Association,Staten Island,NY,Y,377
College of the Holy Cross General Alumni Association,Alumni Association,Worcester,MA,Y,378
College of West Africa Alumni Association,Alumni Association,Bowie,MD,Y,379
College of West Africa Alumni AssociationUSA,Alumni Association,Bowie,MD,Y,381
"Colleges of the Seneca, Inc.",University,Geneva,NY,Y,382
Colorado Christian University,University,Lakewood,CO,Y,383
Colorado College,University,Colorado Springs,CO,Y,384
Colorado School of Mines,Other,Golden,CO,Y,385
Colorado School of Mines Alumni Association,Alumni Association,Golden,CO,Y,386
Colorado State,Alumni Association,Fort Collins,CO,Y,387
Colorado State Alumni Association,Alumni Association,Ft. Collins,CO,Y,388
Colorado State University Alumni Association,Alumni Association,Fort Collins,CO,Y,389
Columbus State University Alumni Association,Alumni Association,Columbus,GA,Y,390
Community College of Philadelphia,University,Philadelphia,PA,Y,391
Conservatorio de Música de PR,University,San Juan,PR,Y,392
Conservatorio de Música de Puerto Rico,University,San Juan,PR,Y,393
Converse College,University,Spartanburg,SC,Y,394
Cooper Union for the Advancement of Science and Art,University,New York,NY,Y,395
Cooper Union for the Advancement of Science and Art,University,New York City,NY,Y,396
Coppin State College Development Foundation Inc,Foundation,Baltimore,MD,Y,397
"Coppin State College Development Foundation, Inc.",Foundation,Baltimore,MD,Y,398
"Coppin State University Development Foundation, Inc.",Foundation,Baltimore,MD,Y,399
Cornell Alumni Federation,Alumni Association,Ithaca,NY,Y,400
Creighton University Alumni Association and Creighton University,"Alumni Association, University",Omaha,NE,Y,401
Crimson Tide Sports Marketing LLC,Other,Tuscaloosa,AL,Y,402
"Crimson Tide Sports Marketing, LLC",University,Tuscaloosa,AL,Y,404
Culver-Stockton College,University,Canton,MO,Y,407
Dakota State University Alumni Association,Alumni Association,Madison,SD,Y,408
Davenport University,University,Grand Rapids,MI,Y,409
Del Mar College Foundation/Alumni Association,Alumni Association,Corpus Christi,TX,Y,410
Delaware State University Alumni Association,Alumni Association,Dover,DE,Y,411
Delaware Technical & Community College Educational,University,Dover,DE,Y,412
Delaware Valley College,University,Doylestown,PA,Y,413
Delta Chi Fraternity Inc,Other,Iowa City,IA,Y,414
"Delta Chi Fraternity, Inc.",Other,Iowa City,IA,Y,415
Delta Delta Delta,Other,Arlington,TX,Y,416
Delta Delta Delta Fraternity,Other,Arlington,TX,Y,417
Delta Gamma Fraternity,Other,Columbus,OH,Y,418
Delta Iota House Corp.,Other,Denver,CO,Y,419
Delta Kappa Epsilon Fraternity,Other,Washington,DC,Y,420
Delta Kappa Gamma Society International,Other,Austin,TX,Y,421
"Delta Kappa Gamma Society, International",Other,Austin,TX,Y,422
Delta Mu Delta Honor Society,Other,Brookfield,IL,Y,423
Delta Phi Epsilon Sorority,Other,Maryland Heights,MO,Y,424
Delta Sigma Delta,Other,Dousman,WI,Y,425
Delta Sigma Delta,Other,Nekoosa,WI,Y,426
Delta Sigma Phi Fraternity,Other,Indianapolis,IN,Y,427
Delta Sigma Pi,Other,Oxford,OH,Y,428
Delta State University ,University,Cleveland,MS,Y,429
Delta State University Alumni Association,Alumni Association,Cleveland,MS,Y,430
Delta State University Alumni Association Inc,University,Cleveland,MS,Y,431
Delta Tau Delta Fraternity,Other,Fishers,IN,Y,432
Delta Theta Phi Law Fraternity,Other,Rocky River,OH,Y,433
Delta Upsilon International Fraternity,Other,Indianapolis,IN,Y,434
Delta Zeta Sorority,Other,Oxford,OH,Y,435
DePaul University,University, Chicago,IL,Y,436
DePaul University,University,Chicago,IL,Y,437
Des Moines University Osteopathic Medical Center,University,Des Moines,IA,Y,438
"Development Foundation of Western Carolina University, Inc.",Foundation,Cullowhee,NC,Y,439
Dickinson College,University,Carlisle,PA,Y,440
Dominican College,University,Orangeburg,NY,Y,441
Dominican College of San Rafael,University,San Rafael,CA,Y,442
Dominican University,University,River Forest,IL,Y,443
Dominican University of California,University,San Rafael,CA,Y,444
Dowling College,University,Oakdale,NY,Y,445
Drake University,University,Des Moines,IA,Y,446
Drexel University,University,Philadelphia,PA,Y,447
"Duke Alumni Association, Inc",Alumni Association,Durham,NC,Y,448
"Duke Alumni Association, Inc.",Alumni Association,Durham,NC,Y,449
Duke University Alumni Association,Alumni Association,Durham,NC,Y,450
Duquesne University,Alumni Association,Pittsburgh,PA,Y,451
Duquesne University Alumni Association,Alumni Association,Pittsburgh,PA,Y,452
Duquesne University Alumni Association ,Alumni Association,Pittsburgh,PA,Y,453
D'Youville College,University,Buffalo,NY,Y,454
