REPORTING YEAR,INSTITUTION OR ORGANIZATION,TYPE OF INSTITUTION OR ORGANIZATION,CITY,STATE,CREDIT CARD ISSUER,STATUS,IN EFFECT AS OF BEGINNING OF NEXT YEAR,TOTAL OPEN ACCOUNTS AS OF END OF REPORTING YEAR,PAYMENTS BY ISSUER,NEW ACCOUNTS OPENED IN REPORTING YEAR
2009,St. Cloud State University Alumni Association,Alumni Association,St. Cloud,MN,"FIA Card Services, N.A.",,,2322,100000,69
2009,"California State University, Los Angeles Alumni Association",Alumni Association,Los Angeles,CA,"FIA Card Services, N.A.",,,384,100000,66
2009,"Georgia Southern University Foundation, Inc.",Foundation,Statesboro,GA,"FIA Card Services, N.A.",,,3382,100000,65
2009,University of Northern Colorado Alumni Association,Alumni Association,Greeley,CO,"FIA Card Services, N.A.",,,2927,100000,52
2009,Seton Hall University,University,South Orange ,NJ,"FIA Card Services, N.A.",,,2894,100000,27
2009,Ball State University Alumni Association,Alumni Association,Muncie,IN,Chase Bank,,,3464,100000,4
2009,Illinois State University Foundation,Foundation,Normal,IL,"FIA Card Services, N.A.",,,6910,97695,169
2009,University of Scranton Alumni Society,Alumni Association,Scranton,PA,"FIA Card Services, N.A.",,,2557,95000,34
2009,Alpha Delta Pi Sorority,Other,Atlanta,GA,"FIA Card Services, N.A.",,,2952,91400,13
2009,"Towson University Foundation, Inc.",Foundation,Towson,MD,"FIA Card Services, N.A.",,,3049,90000,118
2009,Virginia Commonwealth University Alumni Associationand The Medical College of Virginia Alumni Associationof Virginia Commonwealth University,Alumni Association,Richmond,VA,"FIA Card Services, N.A.",,,1533,90000,68
2009,University of Richmond,University,Richmond,VA,"FIA Card Services, N.A.",,,967,89773,20
2009,University of California-Irvine Alumni Association,Alumni Association,Irvine,CA,"FIA Card Services, N.A.",,,5550,86553,107
2009,Asociacion Alumni CAAM,Alumni Association,Mayaguez,PR,"FIA Card Services, N.A.",,,6178,86252,6
2009,The University of Arizona Alumni Association,Alumni Association,Tucson,AZ,"FIA Card Services, N.A.",,,13818,85977,323
2009,Universidad Interamericana de Puerto Rico,University,San Juan,PR,"FIA Card Services, N.A.",,,5786,85248,85
2009,San Jose State University Alumni Association,Alumni Association,San Jose,CA,"FIA Card Services, N.A.",,,3161,85000,119
2009,University of Southern Mississippi Alumni Association,Alumni Association,Hattiesburg,MS,"FIA Card Services, N.A.",,,2414,85000,82
2009,Association of Graduates of the United States Air Force Academy,Alumni Association,Colorado Springs,CO,USAA Savings Bank,,,539,84530,539
2009,Saint Louis University,University,St. Louis,MO,"FIA Card Services, N.A.",,,3612,83985,64
2009,Louisiana Tech University Foundation,Foundation,Ruston,LA,"FIA Card Services, N.A.",,,2305,83333,47
2009,Bowling Green State University Alumni Association,Alumni Association,Bowling Green,OH,"FIA Card Services, N.A.",,,2245,80000,87
2009,Montclair State University Alumni Association,Alumni Association,Upper Montclair,NJ,"FIA Card Services, N.A.",,,3443,80000,78
2009,Salem State College Alumni Association,Alumni Association,Salem,MA,"FIA Card Services, N.A.",,,1598,80000,44
2009,Bucknell University Alumni Association,Alumni Association,Lewisburg,PA,"FIA Card Services, N.A.",,,1517,80000,30
2009,Providence College Alumni Association,Alumni Association,Providence ,RI,"FIA Card Services, N.A.",,,2153,80000,23
2009,Pepperdine University Alumni Association,Alumni Association,Malibu,CA,U.S. Bank National Association ND,,,1261,80000,17
2009,American Occupational Therapy Association,Other,Bethesda,MD,"FIA Card Services, N.A.",,,4454,79492,97
2009,Marshall University Alumni Association,Alumni Association,Huntington,WV,"FIA Card Services, N.A.",,,2894,78333,70
2009,Loyola University Maryland,University,Baltimore,MD,"FIA Card Services, N.A.",,,2196,75075,33
2009,"Middle Tennessee State University National Alumni Association and Middle Tennessee State University Foundation, Inc.","Alumni Association, Foundation",Murfreesboro,TN,Chase Bank,,,596,75000,-
2009,Duquesne University Alumni Association,Alumni Association,Pittsburgh,PA,U.S. Bank National Association ND,,,2564,75000,180
2009,"Minnesota State University, Mankato Foundation, Inc.",Foundation,Mankato,MN,"FIA Card Services, N.A.",,,2907,75000,53
2009,"The Regents of the University of Colorado, a Body Corporate",University,Denver,CO,"FIA Card Services, N.A.",,,1931,75000,40
2009,Abilene Christian University,University,Abilene,TX,"FIA Card Services, N.A.",,,1699,75000,13
2009,Santa Clara University,University,Santa Clara,CA,"FIA Card Services, N.A.",,,3420,73069,56
2009,University of Vermont and State Agricultural  College,University,Burlington,VT,"FIA Card Services, N.A.",,,3302,72467,77
2009,National Society of Collegiate Scholars,Other,Washington,DC,"FIA Card Services, N.A.",,,4726,72249,240
2009,Alumni Associationof George Mason University,Alumni Association,Fairfax,VA,"FIA Card Services, N.A.",,,1846,70439,76
2009,"Boise State University Alumni Association, Inc.",Alumni Association,Boise,ID,"FIA Card Services, N.A.",,,1152,70150,59
2009,University of Nevada Reno Foundation,Foundation,Reno,NV,"FIA Card Services, N.A.",,,1930,70000,20
2009,Fairleigh Dickinson University,University,Teaneck,NJ,"FIA Card Services, N.A.",,,1554,68655,69
2009,Washington University,University,St. Louis,MO,"FIA Card Services, N.A.",,,3442,68093,57
2009,University of Wisconsin-La Crosse Alumni Association,Alumni Association,La Crosse,WI,"FIA Card Services, N.A.",,,1547,66750,45
2009,Stephen F. Austin Alumni Association,Alumni Association,Nacogdoches,TX,"FIA Card Services, N.A.",,,65,65600,44
2009,Tau Kappa Epsilon Fraternity,Other,Indianapolis,IN,"FIA Card Services, N.A.",,,278,65146,40
2009,Northeastern University,University,Boston,MA,"FIA Card Services, N.A.",,,3305,65000,197
2009,"California State University, Fresno Alumni Association",Alumni Association,Fresno,CA,"FIA Card Services, N.A.",,,422,65000,131
2009,Zeta Tau Alpha Fraternity,Other,Indianapolis,IN,"FIA Card Services, N.A.",,,2297,65000,76
2009,"University of Wisconsin-Whitewater Foundation, Inc.",Foundation,Whitewater,WI,"FIA Card Services, N.A.",,,1937,63405,46
2009,Loyola University New Orleans,University,New Orleans,LA,"FIA Card Services, N.A.",,,1633,62500,14
2009,Chapman University,University,Orange ,CA,"FIA Card Services, N.A.",,,1427,62000,53
2009,American Counseling Association,Other,Alexandria,VA,"FIA Card Services, N.A.",,,2923,60788,153
2009,University of Denver Alumni Association,Alumni Association,Denver,CO,"FIA Card Services, N.A.",,,1076,60000,83
2009,Oakland University,University,Rochester,MI,Michigan State University Federal Credit Union,,,275,60000,76
2009,Delta Sigma Pi,Other,Oxford,OH,U.S. Bank National Association ND,,,1797,60000,39
2009,University of California-Santa Cruz Alumni Association,Alumni Association,Santa Cruz,CA,"FIA Card Services, N.A.",,,3685,58955,68
2009,"Sonoma State University Alumni Association, Inc.",Alumni Association,Rohnert Park,CA,"FIA Card Services, N.A.",,,1184,58750,51
2009,University of Puerto Rico,University,San Juan,PR,Banco Popular de Puerto Rico,,,22659,58729,627
2009,Asociacion de Exalumnos de la Universidad de Puerto Rico ,Alumni Association,San Juan,PR,"FIA Card Services, N.A.",,,4758,55766,5
2009,Loyola University Chicago,University,Chicago,IL,"FIA Card Services, N.A.",,,3484,55654,35
2009,"American Society of Interior Designers, Inc.",Other,Washington,DC,"FIA Card Services, N.A.",,,2356,55511,61
2009,New Mexico State University Alumni Association,Alumni Association,Las Cruces,NM,"FIA Card Services, N.A.",,,3211,55096,71
2009,"Appalachian State University Foundation, Inc.",Foundation,Boone,NC,"FIA Card Services, N.A.",,,1489,55000,99
2009,"The Ohio State University Alumni Association, Inc.",Alumni Association,Columbus,OH,"FIA Card Services, N.A.",,,18724,54874,246
2009,Valdosta State University Alumni Association,Alumni Association,Valdosta,GA,"FIA Card Services, N.A.",,,1802,52500,23
2009,Emory University,University,Atlanta,GA,"FIA Card Services, N.A.",,,3026,52481,60
2009,University of Missouri-St. Louis Alumni Association,Alumni Association,St. Louis,MO,"FIA Card Services, N.A.",,,1397,51250,36
2009,Brandeis University,University,Waltham,MA,"FIA Card Services, N.A.",,,1852,50872,57
2009,Who's Who Among Students in American Universities and Colleges,Other,Tuscaloosa,AL,"FIA Card Services, N.A.",,,4662,50405,21
2009,Cal Poly Pomona Alumni Association,Alumni Association,Pomona,CA,"FIA Card Services, N.A.",,,225,50000,85
2009,Phi Alpha Delta Law Fraternity International,Other,Baltimore,MD,"FIA Card Services, N.A.",,,1440,50000,66
2009,"Oswego Alumni Association, Inc.",Alumni Association,Oswego,NY,"FIA Card Services, N.A.",,,1675,50000,65
2009,South Dakota State University Alumni Association,Alumni Association,Brookings,SD,U.S. Bank National Association ND,,,978,50000,50
2009,Beta Theta Pi,Other,Oxford,OH,"FIA Card Services, N.A.",,,314,50000,45
2009,National Science Teachers Association,Other,Arlington,VA,"FIA Card Services, N.A.",,,1379,50000,29
2009,Saginaw Valley State University,University,University Center,MI,"FIA Card Services, N.A.",,,776,50000,26
2009,Loyola Marymount University,University,Los Angeles,CA,"FIA Card Services, N.A.",,,1578,50000,25
2009,Sigma Alpha Epsilon Fraternity,Other,Evanston,IL,"FIA Card Services, N.A.",,,1540,50000,7
2009,Massachusetts Medical Society,Other,Waltham,MA,"FIA Card Services, N.A.",,,1131,49410,23
2009,"East Stroudsburg University Foundation, Inc.",Foundation,East Stroudsburg,PA,"FIA Card Services, N.A.",,,1331,47000,16
2009,MENC: The National Association for Music Education,Other,Reston,VA,"FIA Card Services, N.A.",,,3735,46469,61
2009,Phi Mu ,Other,Tucker,GA,"FIA Card Services, N.A.",,,1896,45000,101
2009,"University of Toledo Alumni Association, Inc.",Alumni Association,Toledo,OH,"FIA Card Services, N.A.",,,2242,45000,77
2009,University of Louisiana at Monroe Alumni Association,Alumni Association,Monroe,LA,"FIA Card Services, N.A.",,,1170,45000,28
2009,Phi Delta Theta Fraternity,Other,Oxford,OH,"FIA Card Services, N.A.",,,932,45000,28
2009,University of Wisconsin-Platteville Alumni Association,Alumni Association,Platteville,WI,"FIA Card Services, N.A.",,,819,45000,18
2009,"Alpha Omicron Pi Fraternity, Inc.",Other,Brentwood,TN,"FIA Card Services, N.A.",,,2491,44391,70
2009,Chi O Creations,Other,Memphis,TN,"FIA Card Services, N.A.",,,2611,43816,151
2009,Texas State University-San Marcos Alumni Association,Alumni Association,San Marcos,TX,"FIA Card Services, N.A.",,,2835,43515,129
2009,Southwest Missouri State University Foundation,Foundation,Springfield,MO,"FIA Card Services, N.A.",,,3215,43425,84
2009,Pi Kappa Alpha Corporation,Other,Memphis ,TN,"FIA Card Services, N.A.",,,1289,42500,65
2009,West Chester University Alumni Association,Alumni Association,West Chester ,PA,"FIA Card Services, N.A.",,,1763,42166,65
2009,University of North Carolina Greensboro Alumni Association,Alumni Association,Greensboro,NC,"FIA Card Services, N.A.",,,2909,41300,61
2009,"Heritage Affinity Enterprises, LLC",Other,Hewlett,NY,U.S. Bank National Association ND,,,23741,40942.49,536
2009,Johns Hopkins University,University,Baltimore,MD,"FIA Card Services, N.A.",,,7009,40202,78
2009,"Gamma Phi Beta International Sorority, Inc.",Other,Englewood,CO,"FIA Card Services, N.A.",,,1111,40000,52
2009,Alpha Phi International Fraternity,Other,Evanston,IL,"FIA Card Services, N.A.",,,1772,40000,48
2009,"Central Connecticut State University Alumni Association, Inc.",Alumni Association,New Britain,CT,"FIA Card Services, N.A.",,,1343,40000,40
2009,Kappa Sigma Fraternity,Other,Charlottesville,VA,"FIA Card Services, N.A.",,,400,40000,35
2009,"Sigma Phi Epsilon Fraternity, Inc.",Other,Richmond,VA,"FIA Card Services, N.A.",,,662,40000,30
2009,"Omicron Delta Kappa Society, Inc.",Other,Lexington,KY,"FIA Card Services, N.A.",,,1501,40000,13
2009,Indiana State University,University,Terre Haute,IN,"FIA Card Services, N.A.",,,2793,38639,10
2009,Youngstown State University,University,Youngstown,OH,"FIA Card Services, N.A.",,,3411,38310,41
2009,"Beta Gamma Sigma, Inc.",Other,St. Louis,MO,"FIA Card Services, N.A.",,,2216,37621,112
2009,Kean University Alumni Association,Alumni Association,Union,NJ,"FIA Card Services, N.A.",,,947,37500,28
2009,SAE International,Other,Warrendale,PA,"FIA Card Services, N.A.",,,2128,36893,9
2009,Drake University,University,Des Moines,IA,"FIA Card Services, N.A.",,,1334,36624,15
2009,"Kappa Delta Sorority, Inc.",Other,Memphis,TN,"FIA Card Services, N.A.",,,359,36000,58
2009,"Teachers College, Columbia University",University,New York,NY,"FIA Card Services, N.A.",,,935,35802,8
2009,Howard University Department of Alumni Relations,Alumni Association,Washington,DC,"FIA Card Services, N.A.",,,1386,35515,1
2009,The College of New Jersey Alumni Association,Alumni Association,Ewing,NJ,U.S. Bank National Association ND,,,1445,35000,110
2009,"California State University, Chico Alumni Association and The University Foundation, California State University, Chico","Alumni Association, Foundation",Chico,CA,"FIA Card Services, N.A.",,,167,35000,97
2009,Sigma Kappa Sorority,Other,Indianapolis,IN,"FIA Card Services, N.A.",,,1021,35000,83
2009,Phi Kappa Tau Fraternity,Other,Oxford,OH,"FIA Card Services, N.A.",,,511,35000,15
2009,Bradley University,University,Peoria,IL,"FIA Card Services, N.A.",,,1864,33500,29
2009,Institute of Industrial Engineers,Other,Norcross,GA,"FIA Card Services, N.A.",,,1849,33309,13
2009,Michigan Technological University,University,Houghton,MI,"FIA Card Services, N.A.",,,2390,32358,60
2009,Edinboro University of Pennsylvania Alumni Association,Alumni Association,Edinboro,PA,"FIA Card Services, N.A.",,,1526,32000,46
2009,"Kappa Alpha Theta Fraternity, Inc.",Other,Indianapolis,IN,"FIA Card Services, N.A.",,,2321,31372,59
2009,Alpha Chi Omega,Other,Indianapolis,IN,"FIA Card Services, N.A.",,,1921,31288,57
2009,University of San Diego Alumni Association,Alumni Association,San Diego,CA,"FIA Card Services, N.A.",,,1101,31250,29
2009,American Society of Safety Engineers,Other,Des Plaines,IL,"FIA Card Services, N.A.",,,1644,30825,38
2009,"The Fraternity of Phi Gamma Delta, Inc.",Other,Lexington,KY,"FIA Card Services, N.A.",,,327,30458,18
2009,The Catholic University of America,University,Washington,DC,"FIA Card Services, N.A.",,,1409,30385,43
2009,"The Potsdam College Foundation, Inc.",Foundation,Potsdam ,NY,U.S. Bank National Association ND,,,612,30000,69
2009,Ohio Northern University Alumni Association,Alumni Association,Ada,OH,U.S. Bank National Association ND,,,665,30000,62
2009,The Board of Trustees of Northern Michigan University,University,Marquette,MI,"FIA Card Services, N.A.",,,1077,30000,44
2009,Kappa Alpha Order,Other,Lexington,VA,"FIA Card Services, N.A.",,,846,30000,44
2009,East Tennessee State University Foundation,Foundation,Johnson City,TN,"FIA Card Services, N.A.",,,406,30000,29
2009,Washington and Lee University,University,Lexington,VA,"FIA Card Services, N.A.",,,90,30000,25
2009,Delta State University Alumni Association,Alumni Association,Cleveland,MS,"FIA Card Services, N.A.",,,772,30000,14
2009,Saint Peter's College Alumni Association,Alumni Association,Jersey City,NJ,U.S. Bank National Association ND,,,526,30000,9
2009,"Southwestern Oklahoma State University Alumni Association, Inc.",Alumni Association,Weatherford ,OK,"FIA Card Services, N.A.",,,865,30000,7
2009,Georgetown University Alumni Association,Alumni Association,Washington,DC,"FIA Card Services, N.A.",,,9444,29955,112
2009,La Salle University Alumni Association,Alumni Association,Philadelphia,PA,"FIA Card Services, N.A.",,,1908,29940,36
2009,"Harding University, Inc.",University,Searcy,AR,"FIA Card Services, N.A.",,,1719,29540,16
2009,Ohio University Alumni Association,Alumni Association,Athens,OH,"FIA Card Services, N.A.",,,427,29166,155
2009,Saint Joseph's University,University,Philadelphia,PA,"FIA Card Services, N.A.",,,1379,27940,39
2009,Wright State University Alumni Association,Alumni Association,Dayton,OH,"FIA Card Services, N.A.",,,2044,27934,47
2009,Canisius College,University,Buffalo,NY,"FIA Card Services, N.A.",,,635,27500,42
2009,Embry Riddle Aeronautical University,University,Daytona Beach,FL,"FIA Card Services, N.A.",,,1578,27377,57
2009,"University of Texas Pan American Alumni Association, Inc.",Alumni Association,Edinburg,TX,"FIA Card Services, N.A.",,,1841,26997,28
2009,Cleveland State University Alumni Association,Alumni Association,Cleveland,OH,"FIA Card Services, N.A.",,,1914,26779,38
2009,University of New Orleans National Alumni Association,Alumni Association,New Orleans,LA,"FIA Card Services, N.A.",,,1517,26147,32
2009,Idaho State University,University,Pocatello,ID,"FIA Card Services, N.A.",,,1403,26131,44
2009,Troy University Foundation ,Foundation,Troy ,AL,"FIA Card Services, N.A.",,,1831,25980,24
2009,Rhode Island College Alumni Association,Alumni Association,Providence,RI,U.S. Bank National Association ND,,,999,25000,149
2009,"Slippery Rock University Foundation, Inc.",Foundation,Slippery Rock,PA,U.S. Bank National Association ND,,,1842,25000,112
2009,American Association of University Women,Other,Washington,DC,U.S. Bank National Association ND,,,1872,25000,95
2009,University of Texas at El Paso Alumni Association,Alumni Association,El Paso,TX,"FIA Card Services, N.A.",,,3554,25000,94
